Geneid	Length	Obp56h_KO_M_1	Obp56h_KO_M_2	CSB_M_1	CSB_M_2
FBgn0028741	7194	0	0	0	0
FBgn0010339	1304	162	185	161	221
FBgn0053983	915	10	11	21	2
FBgn0053985	860	1	0	10	0
FBgn0053986	871	0	0	5	0
FBgn0003300	3145	91	49	111	93
FBgn0037635	2642	582	693	500	496
FBgn0040508	3564	16	15	34	29
FBgn0053987	1047	0	1	6	3
FBgn0028979	5708	444	402	299	413
FBgn0053988	8297	9800	9604	6355	7784
FBgn0052176	1928	645	683	416	507
FBgn0053082	2303	45	42	30	31
FBgn0032023	1608	894	952	714	781
FBgn0052088	3003	6	4	32	7
FBgn0026575	8763	4677	4633	3412	4035
FBgn0067905	223	2761	4210	3981	3940
FBgn0037812	660	2	1	0	4
FBgn0036793	3439	0	0	0	0
FBgn0036799	3428	0	0	0	0
FBgn0025637	1786	2854	2924	2711	2599
FBgn0000552	652	0	0	0	2
FBgn0032151	7779	10647	11487	7265	8185
FBgn0038575	1744	6	6	29	4
FBgn0043791	1862	557	448	678	702
FBgn0000055	2254	38	54	48	65
FBgn0034978	2911	2945	2851	1483	2816
FBgn0039229	4332	3522	3959	2290	3646
FBgn0032259	1705	369	313	249	343
FBgn0032815	3287	617	595	448	572
FBgn0052023	525	0	2	4	0
FBgn0030898	947	4	7	13	10
FBgn0052625	595	15	7	5	12
FBgn0010240	1903	974	921	618	796
FBgn0051693	2145	2	4	5	2
FBgn0029526	1861	114	146	121	167
FBgn0003366	8171	1477	1561	1171	1812
FBgn0041789	4199	2548	2372	2206	2221
FBgn0035000	855	30	36	30	34
FBgn0013718	5594	5203	5489	3913	4936
FBgn0030984	1590	1	0	1	1
FBgn0039736	1992	57	43	32	70
FBgn0022359	1346	132	174	124	166
FBgn0024250	3194	758	702	553	667
FBgn0020906	866	3	5	13	8
FBgn0030336	4720	2826	2923	1914	2625
FBgn0031762	3750	281	290	289	314
FBgn0000719	6564	1932	2123	1409	2011
FBgn0026749	1293	715	839	604	636
FBgn0032626	1546	6	2	31	6
FBgn0029128	5304	822	799	654	544
FBgn0029589	720	4	1	6	5
FBgn0030581	3702	3810	3424	3353	2956
FBgn0050383	966	35	11	22	18
FBgn0030874	1309	53	45	57	72
FBgn0030262	796	0	0	0	0
FBgn0004643	2567	312	341	306	339
FBgn0034997	4038	947	840	820	1018
FBgn0000320	3690	1580	1567	1319	1623
FBgn0029836	1239	3	8	9	5
FBgn0036599	624	0	0	0	0
FBgn0045842	4821	552	455	510	456
FBgn0053093	1055	2	1	1	5
FBgn0027101	4083	5303	5570	3511	4276
FBgn0039924	1493	2293	2637	1610	2167
FBgn0053993	2523	104	119	105	109
FBgn0034563	766	0	1	4	1
FBgn0040344	4335	2018	2026	1771	2035
FBgn0034121	3556	2	4	42	3
FBgn0004463	3532	204	208	177	237
FBgn0031515	3135	439	474	362	415
FBgn0053301	1563	34	35	31	21
FBgn0030542	589	0	0	9	0
FBgn0014903	1358	0	0	0	0
FBgn0037046	587	65	94	64	71
FBgn0053995	2691	0	0	0	0
FBgn0034286	3283	1853	1925	1153	1410
FBgn0032955	3885	2344	2579	2083	2473
FBgn0050098	809	1	2	39	2
FBgn0032405	2590	336	367	344	376
FBgn0029608	1286	728	937	608	805
FBgn0031637	4096	3690	3462	2779	3342
FBgn0034139	1449	66	70	82	86
FBgn0030897	5732	11672	11554	8057	8170
FBgn0031945	1643	110	113	105	133
FBgn0015664	2872	470	501	456	556
FBgn0039592	1180	4	4	8	2
FBgn0053679	755	15	14	11	7
FBgn0053258	964	6	1	24	8
FBgn0053544	520	11	12	4	5
FBgn0053998	589	82	91	59	59
FBgn0054001	587	3	7	18	16
FBgn0054002	1148	6	29	34	25
FBgn0054003	466	28	49	42	41
FBgn0040658	1319	95	106	99	105
FBgn0054005	694	0	0	10	0
FBgn0053772	558	0	0	15	2
FBgn0053294	2235	27	38	68	28
FBgn0053773	605	0	0	18	0
FBgn0053775	549	8	13	10	11
FBgn0053658	546	3	0	7	0
FBgn0054006	1587	0	0	14	7
FBgn0054007	671	4	5	5	0
FBgn0054008	715	6	10	14	18
FBgn0054010	876	7	6	4	2
FBgn0054011	1090	0	0	3	3
FBgn0054012	551	3	0	1	4
FBgn0054015	594	133	154	134	115
FBgn0054021	760	4	0	8	2
FBgn0054024	535	6	4	2	1
FBgn0054025	1202	103	155	77	104
FBgn0054026	747	17	18	18	12
FBgn0054027	4560	5	11	16	24
FBgn0054028	570	15	3	6	10
FBgn0054029	460	1	0	1	0
FBgn0054030	822	19	40	28	35
FBgn0054031	740	1	0	12	5
FBgn0054033	566	2	0	0	0
FBgn0054034	637	6	6	11	4
FBgn0038156	5123	1032	1134	751	835
FBgn0053635	769	130	107	89	105
FBgn0053465	1610	9	1	16	3
FBgn0053798	537	0	0	1	0
FBgn0054038	1186	0	0	5	2
FBgn0054039	699	77	100	70	103
FBgn0054040	980	2	0	16	13
FBgn0054041	1797	1	2	10	5
FBgn0065110	1653	5	10	33	32
FBgn0054043	1227	2	0	12	3
FBgn0054044	1195	7	0	7	11
FBgn0054045	581	28	38	43	27
FBgn0054046	444	5	2	3	0
FBgn0054047	1315	5	6	10	6
FBgn0054049	967	0	1	2	0
FBgn0054051	771	33	38	26	18
FBgn0054052	443	0	0	4	3
FBgn0054054	545	68	51	86	52
FBgn0065108	3212	0	0	0	0
FBgn0065109	3212	0	0	0	0
FBgn0054056	1303	165	129	97	119
FBgn0054057	1276	42	40	45	47
FBgn0260453	2398	0	0	0	0
FBgn0260454	2398	0	0	0	0
FBgn0052529	13107	11384	11053	7774	8537
FBgn0013696	65	12	1	1	5
FBgn0013703	69	3	3	0	6
FBgn0013700	69	0	0	0	0
FBgn0013680	1026	735	884	774	1166
FBgn0013709	66	8	14	19	11
FBgn0013690	62	1	4	0	1
FBgn0013710	66	13	26	6	10
FBgn0013674	1536	138219	140184	67160	124893
FBgn0013699	66	6	3	10	1
FBgn0013675	685	20061	21758	14870	19922
FBgn0013697	71	13	0	9	2
FBgn0013691	67	0	4	0	0
FBgn0013673	162	95	72	46	70
FBgn0013672	675	31485	28643	9251	26482
FBgn0013676	789	178148	163023	81533	113061
FBgn0013694	65	2	12	7	1
FBgn0013681	354	810	499	81	571
FBgn0013689	65	9	2	1	0
FBgn0013704	64	1	0	0	1
FBgn0013701	65	0	0	2	0
FBgn0013705	68	1	0	0	0
FBgn0013692	67	0	0	0	0
FBgn0013693	65	0	0	0	0
FBgn0013684	1717	40614	49159	37334	31339
FBgn0013695	66	0	1	0	0
FBgn0013683	291	537	420	224	399
FBgn0013707	66	0	0	0	0
FBgn0013702	61	1	0	0	3
FBgn0013685	525	548	133	273	219
FBgn0013678	1137	64116	56689	14169	45565
FBgn0013706	66	0	0	0	0
FBgn0013679	939	74241	67493	44527	31001
FBgn0013698	65	3	0	0	1
FBgn0013686	1325	144976	102521	203596	142973
FBgn0013708	73	0	0	0	0
FBgn0013688	786	47263	46778	57505	60352
FBgn0041004	6035	187	244	143	153
FBgn0058191	3281	2806	3082	2299	2621
FBgn0040011	3228	1424	1718	1091	1525
FBgn0040009	2877	0	0	8	0
FBgn0039958	2330	1852	1816	1294	1469
FBgn0040038	2905	0	2	9	2
FBgn0058006	2590	1242	1393	795	1127
FBgn0000384	2764	940	1200	693	1032
FBgn0058005	1227	17	4	8	10
FBgn0039966	1240	217	226	274	221
FBgn0025837	2036	0	0	3	7
FBgn0025836	6068	4009	4609	3797	4069
FBgn0025835	3791	162	134	99	151
FBgn0003559	3014	505	525	388	481
FBgn0040514	532	7	16	1	14
FBgn0039943	1516	908	906	832	867
FBgn0039942	1828	255	308	232	243
FBgn0039941	2973	201	176	208	176
FBgn0040031	1471	1	4	19	9
FBgn0039965	2769	667	629	473	578
FBgn0063670	1686	1047	1107	770	790
FBgn0028697	1018	9088	9154	8745	10851
FBgn0058002	745	1176	1083	721	866
FBgn0037549	2375	1219	1170	1188	1035
FBgn0040022	5555	2961	3263	2394	2817
FBgn0058160	5187	787	898	591	848
FBgn0040056	2560	2179	2368	1531	2295
FBgn0039955	4390	2183	2347	1662	1964
FBgn0040045	762	10	9	4	5
FBgn0058198	1567	159	167	128	114
FBgn0039959	8403	7141	7960	5559	6835
FBgn0058298	1161	70	90	58	59
FBgn0083936	306	1	1	7	2
FBgn0083992	1905	3	0	3	2
FBgn0260451	3042	0	0	0	0
FBgn0034389	4898	1959	1938	1348	1666
FBgn0083938	1519	3	2	37	11
FBgn0083940	3114	166	196	145	188
FBgn0083941	574	0	0	1	0
FBgn0083942	4457	0	0	0	0
FBgn0083943	611	5	3	16	5
FBgn0083945	2551	248	198	170	177
FBgn0083946	2859	4	8	13	10
FBgn0083949	8500	4171	3832	2849	3571
FBgn0083950	7339	4412	4521	2805	3720
FBgn0083951	418	5	2	11	7
FBgn0083952	796	0	0	0	0
FBgn0083953	428	302	356	368	249
FBgn0083956	7569	6137	6333	4123	6766
FBgn0083960	6234	7	4	50	18
FBgn0083961	668	157	285	171	285
FBgn0083962	6094	3362	3536	3077	3339
FBgn0083963	6650	3623	3595	2796	2875
FBgn0083965	972	4	0	13	1
FBgn0083966	974	0	1	14	0
FBgn0083967	1766	0	0	0	0
FBgn0083968	535	85	151	147	97
FBgn0083969	4263	1216	1147	1082	1057
FBgn0083970	485	387	308	405	234
FBgn0083971	7398	0	0	0	0
FBgn0083972	706	237	254	205	245
FBgn0083973	892	33	74	58	57
FBgn0083974	748	27	45	29	21
FBgn0083975	6265	2000	2088	1404	2015
FBgn0083976	1732	0	0	0	0
FBgn0083977	2934	381	423	229	444
FBgn0083978	1483	15	7	22	16
FBgn0083979	1799	1	0	0	3
FBgn0083981	4831	346	391	254	348
FBgn0083983	327	67	20	58	29
FBgn0083984	600	5	6	8	7
FBgn0083985	1072	33	41	44	58
FBgn0083986	495	149	169	151	130
FBgn0083987	275	16209	14715	13866	8944
FBgn0083988	91	0	1	0	2
FBgn0083989	91	4	0	8	0
FBgn0083990	1235	40	136	58	40
FBgn0083991	2619	1262	1088	570	894
FBgn0026401	6711	6660	7028	4567	5728
FBgn0002566	5368	1474	1583	1155	1618
FBgn0016976	8332	0	0	0	0
FBgn0016975	8332	0	0	0	0
FBgn0003256	7591	4110	4390	3014	3456
FBgn0032997	1804	622	725	503	612
FBgn0039979	803	0	0	0	0
FBgn0040759	1099	14	14	41	17
FBgn0052218	1176	761	928	787	660
FBgn0033000	1289	595	628	418	544
FBgn0064225	3835	12648	13753	13466	15481
FBgn0051144	559	0	0	0	0
FBgn0040007	1013	1327	1586	1308	1333
FBgn0010247	3112	2019	2296	1494	1645
FBgn0020908	1226	1083	1124	642	799
FBgn0011288	2282	8184	9101	3904	7179
FBgn0084001	1838	0	0	20	4
FBgn0046692	1878	797	956	471	864
FBgn0084017	1058	10	20	9	23
FBgn0039994	2596	1471	1612	965	1394
FBgn0084008	1351	0	0	14	1
FBgn0044510	1682	1868	2138	1012	1499
FBgn0058439	707	18	10	24	26
FBgn0044872	2001	89	63	67	72
FBgn0083994	394	0	0	0	0
FBgn0040005	1680	1357	1392	971	1285
FBgn0069973	1752	3206	3603	2612	3188
FBgn0084049	531	8	8	15	18
FBgn0058053	1361	0	3	0	7
FBgn0069938	957	0	0	4	0
FBgn0058470	2990	1385	1483	831	1215
FBgn0040010	6173	2005	2037	1527	1777
FBgn0058045	1009	1150	1085	729	954
FBgn0082968	132	3	12	0	7
FBgn0039987	184	5	0	8	11
FBgn0083048	136	1237	1122	951	1448
FBgn0082999	134	16	7	1	10
FBgn0083121	421	0	5	7	3
FBgn0082924	142	0	0	0	0
FBgn0082966	140	184	182	56	227
FBgn0083018	138	90	131	67	80
FBgn0083036	134	0	1	0	2
FBgn0039946	2269	137	135	155	141
FBgn0083010	143	103	56	44	97
FBgn0082927	82	5	6	3	2
FBgn0040799	388	36	24	35	31
FBgn0082944	86	0	0	0	0
FBgn0082970	133	9	9	0	5
FBgn0083034	130	0	4	0	7
FBgn0082997	141	3	6	7	8
FBgn0083009	142	20	24	13	28
FBgn0082974	152	57	66	32	61
FBgn0082933	83	0	0	0	0
FBgn0083015	141	291	362	150	335
FBgn0083124	491	70	33	65	69
FBgn0082960	140	29	42	16	31
FBgn0082990	145	45	28	7	28
FBgn0058182	291	7	3	15	0
FBgn0082936	75	0	0	0	0
FBgn0083041	139	58	70	38	89
FBgn0083031	135	10	5	6	9
FBgn0082967	140	191	198	64	302
FBgn0083022	124	0	11	6	4
FBgn0082961	140	12	24	34	14
FBgn0082987	130	4	15	16	21
FBgn0046706	1815	1467	1472	967	1249
FBgn0083017	133	4	2	6	6
FBgn0082947	79	4	0	0	0
FBgn0039944	4896	181	170	60	139
FBgn0083123	808	1121	1098	484	858
FBgn0001313	13386	5	8	65	12
FBgn0083057	139	248	258	242	328
FBgn0037997	612	0	0	0	0
FBgn0083003	136	1073	825	119	980
FBgn0039977	1307	942	1123	621	855
FBgn0082963	150	146	153	84	248
FBgn0083053	143	40	35	20	50
FBgn0082931	91	7	1	5	5
FBgn0082943	77	4	2	0	1
FBgn0058354	1400	38	31	30	29
FBgn0083040	140	278	313	146	411
FBgn0082949	79	1	0	0	1
FBgn0082928	85	3	0	9	0
FBgn0046323	2745	5	2	50	7
FBgn0082973	153	19	42	20	61
FBgn0051514	3175	69	30	15	31
FBgn0083045	155	423	310	512	216
FBgn0058461	391	6	14	2	2
FBgn0082923	147	9	17	0	15
FBgn0058469	214	51614	67458	81084	51090
FBgn0082994	139	40	20	3	26
FBgn0083029	136	4	4	10	3
FBgn0082951	100	60	42	30	96
FBgn0082979	135	115	89	83	120
FBgn0082969	132	46	26	37	33
FBgn0058068	414	6	0	2	4
FBgn0039945	4590	0	0	0	0
FBgn0082932	83	0	0	0	0
FBgn0040682	1404	2	0	2	1
FBgn0082976	150	14	37	23	14
FBgn0082978	133	38	27	5	25
FBgn0028993	2105	4742	4314	4264	3433
FBgn0082926	80	0	5	0	4
FBgn0024804	2367	2389	2540	1811	2160
FBgn0083001	140	1484	1625	705	1875
FBgn0027341	4155	1667	1554	1281	1325
FBgn0063368	765	49	84	93	99
FBgn0069923	364	1291	1186	710	931
FBgn0083014	151	224	237	91	326
FBgn0082940	80	1	4	0	3
FBgn0083016	138	57	114	93	43
FBgn0058064	1392	0	2	12	4
FBgn0032914	533	6	11	6	17
FBgn0083008	151	70	41	16	41
FBgn0083044	141	7	35	0	15
FBgn0058178	3076	4303	4608	2966	3892
FBgn0083050	138	313	364	270	421
FBgn0083033	135	0	3	0	1
FBgn0083039	138	15	16	4	6
FBgn0082988	144	1949	2806	54	2862
FBgn0082975	150	25	21	18	15
FBgn0083032	134	6	0	0	0
FBgn0082919	78	3	0	0	2
FBgn0083012	148	55	113	21	118
FBgn0260469	927	6	12	7	5
FBgn0083055	140	13	29	16	14
FBgn0083046	159	403	325	277	331
FBgn0082989	140	35	8	9	22
FBgn0082929	85	5	7	10	25
FBgn0082972	132	14	16	8	14
FBgn0082937	75	2	7	4	3
FBgn0082941	71	4	0	3	0
FBgn0082983	142	289	74	299	262
FBgn0082950	76	1	1	0	5
FBgn0083000	138	38	79	75	32
FBgn0040020	967	505	415	420	367
FBgn0083013	150	707	576	409	735
FBgn0040531	455	122	183	116	71
FBgn0083028	140	26	36	5	51
FBgn0082995	137	24	10	11	22
FBgn0083023	131	9	3	5	7
FBgn0082946	73	0	0	0	3
FBgn0058263	3406	3512	3743	2198	3460
FBgn0083120	496	30	27	30	26
FBgn0083026	132	0	0	0	0
FBgn0082922	162	0	0	0	0
FBgn0082981	155	8	7	0	5
FBgn0083058	148	87	156	85	115
FBgn0082939	80	0	0	5	1
FBgn0083004	141	486	384	87	522
FBgn0046698	1286	0	0	3	2
FBgn0040565	1863	1	2	6	6
FBgn0063298	1893	0	0	1	1
FBgn0058441	177	0	0	0	0
FBgn0040973	407	19	9	25	35
FBgn0082957	140	86	62	26	89
FBgn0083011	145	6	17	28	17
FBgn0083020	129	2	1	0	1
FBgn0082958	140	32	45	13	51
FBgn0082938	75	0	0	0	0
FBgn0039993	1394	1129	1289	761	1212
FBgn0083049	137	85	44	78	76
FBgn0033145	448	0	0	0	0
FBgn0082934	83	0	0	0	0
FBgn0083042	139	19	22	20	34
FBgn0082952	76	4	0	0	2
FBgn0083037	135	0	0	0	0
FBgn0082993	149	5	15	6	0
FBgn0082953	145	16	30	11	11
FBgn0082986	135	21	23	19	17
FBgn0082971	141	43	43	28	87
FBgn0032631	1266	31	9	69	49
FBgn0046697	1710	0	0	2	0
FBgn0082945	81	1	0	0	13
FBgn0082948	79	0	0	6	2
FBgn0082930	87	5	6	6	1
FBgn0082925	135	10	11	4	24
FBgn0083027	152	345	389	413	456
FBgn0082942	77	0	8	2	2
FBgn0083025	137	5	1	3	6
FBgn0083005	136	185	127	90	180
FBgn0061188	587	0	0	23	1
FBgn0083035	137	0	0	3	4
FBgn0082935	84	0	0	0	0
FBgn0083054	137	72	46	26	83
FBgn0083006	148	38	12	21	10
FBgn0082998	135	8	6	0	2
FBgn0083021	126	2	2	0	0
FBgn0083030	136	1	5	0	0
FBgn0069969	3416	5212	5762	3244	4671
FBgn0083047	137	459	318	241	609
FBgn0082959	140	49	63	29	49
FBgn0083007	151	126	128	77	120
FBgn0082954	144	58	45	20	88
FBgn0058100	394	135	140	105	70
FBgn0083038	134	3	1	0	1
FBgn0020660	1922	290	357	239	223
FBgn0083024	128	3	0	0	0
FBgn0040001	7395	98	113	173	112
FBgn0082980	136	39	28	17	28
FBgn0082962	150	10	21	18	16
FBgn0085188	936	650	663	526	601
FBgn0085190	577	54	23	30	29
FBgn0085191	1705	0	0	1	0
FBgn0085192	478	26	43	24	26
FBgn0085193	1771	0	0	0	0
FBgn0085194	686	340	394	185	140
FBgn0085195	613	9709	11116	2940	5173
FBgn0085196	661	47	9	32	44
FBgn0085197	492	0	1	5	3
FBgn0085198	625	10	14	14	4
FBgn0085199	353	1	3	4	2
FBgn0085200	1208	57	39	56	41
FBgn0085201	943	131	164	135	111
FBgn0085202	415	1	0	5	1
FBgn0085203	720	55	24	21	19
FBgn0085204	662	2	2	1	5
FBgn0085205	401	1	0	0	2
FBgn0085206	882	0	0	0	0
FBgn0085207	940	0	0	0	0
FBgn0085208	2056	0	0	0	0
FBgn0085209	376	157	161	116	126
FBgn0085210	795	2	7	11	3
FBgn0085211	365	1	0	1	1
FBgn0085212	533	48	45	43	56
FBgn0085213	715	2	0	0	2
FBgn0085214	450	0	1	5	0
FBgn0085217	806	303	358	301	283
FBgn0085218	482	257	236	259	202
FBgn0085219	1100	0	4	7	6
FBgn0085220	647	158	155	186	136
FBgn0085222	2333	20	20	23	22
FBgn0085223	655	0	0	7	0
FBgn0085224	1184	7	15	20	19
FBgn0085225	510	0	0	0	0
FBgn0085227	532	0	1	5	3
FBgn0085228	694	4	6	2	2
FBgn0085229	321	379	437	291	345
FBgn0085230	1155	4	6	14	8
FBgn0085231	1091	4	6	11	5
FBgn0085232	535	2	7	0	2
FBgn0085233	486	2	1	6	0
FBgn0085234	960	6	9	21	2
FBgn0085235	857	9	9	0	9
FBgn0085236	526	4	9	15	2
FBgn0085237	380	36	47	67	47
FBgn0085239	565	0	0	0	4
FBgn0085240	198	0	0	0	0
FBgn0085241	358	3	9	8	4
FBgn0085242	518	44	50	46	30
FBgn0085243	537	11	13	7	13
FBgn0085244	444	170	177	537	407
FBgn0085245	1590	4	7	17	5
FBgn0085246	738	4	10	27	4
FBgn0085248	1111	66	50	65	50
FBgn0085249	2387	1043	822	1271	802
FBgn0085250	1165	36	32	46	34
FBgn0085252	285	0	0	3	1
FBgn0085253	473	0	0	14	2
FBgn0085254	590	0	0	1	1
FBgn0085256	485	3237	3643	2474	7098
FBgn0085257	415	602	606	501	429
FBgn0085259	546	0	0	10	2
FBgn0085260	1494	40	30	25	25
FBgn0085261	904	67	95	59	75
FBgn0085263	603	0	0	0	0
FBgn0085264	1761	0	0	0	0
FBgn0085265	945	1	0	4	0
FBgn0085267	754	1	2	11	0
FBgn0085271	375	111	145	92	121
FBgn0085273	829	29	27	10	10
FBgn0085274	560	73	111	81	94
FBgn0085276	353	1	0	2	2
FBgn0085277	534	0	0	10	4
FBgn0085279	865	168	224	270	184
FBgn0085280	1275	8	27	22	21
FBgn0085282	484	227	252	235	174
FBgn0085283	318	8	0	11	0
FBgn0085284	564	27	29	20	46
FBgn0085285	762	46	47	24	28
FBgn0085287	623	20	14	18	10
FBgn0085288	1281	2	1	4	0
FBgn0085289	543	45	71	40	42
FBgn0085290	796	13	6	16	9
FBgn0085291	1130	9	6	1	1
FBgn0085292	258	0	0	0	0
FBgn0085293	633	47	61	24	57
FBgn0085294	467	95	115	54	76
FBgn0085295	402	27	30	15	36
FBgn0085296	375	22	18	17	5
FBgn0085297	373	4	9	6	19
FBgn0085298	660	47	31	42	40
FBgn0085300	441	0	0	0	0
FBgn0085302	446	45	35	22	54
FBgn0085303	839	7	0	9	2
FBgn0085305	1819	17	22	19	35
FBgn0085306	1803	0	0	0	0
FBgn0085307	344	0	1	5	0
FBgn0085308	691	1	2	1	1
FBgn0085309	376	0	0	8	0
FBgn0085310	448	0	0	3	10
FBgn0085311	675	1	2	11	4
FBgn0085312	567	5	2	19	10
FBgn0085313	520	0	1	8	4
FBgn0085314	1366	16	15	13	24
FBgn0085315	686	7	1	4	4
FBgn0085316	951	9	8	20	3
FBgn0085317	436	1	3	5	11
FBgn0085318	569	0	0	6	1
FBgn0085319	932	1	0	1	4
FBgn0085320	267	0	3	2	5
FBgn0085321	844	7	7	10	5
FBgn0085322	780	249	200	212	152
FBgn0085324	867	1	0	12	3
FBgn0085325	420	0	0	0	0
FBgn0085326	770	0	0	5	5
FBgn0085327	548	0	0	0	0
FBgn0085328	799	3	0	24	3
FBgn0085329	641	52	61	45	61
FBgn0085330	307	31	28	21	42
FBgn0085331	825	0	2	3	5
FBgn0085332	420	22	33	29	38
FBgn0085334	300	24	21	23	27
FBgn0085336	718	4	6	3	2
FBgn0085337	840	5	0	26	0
FBgn0085339	4571	157	154	150	73
FBgn0085340	423	0	0	0	6
FBgn0085341	1827	5	0	0	0
FBgn0085342	2239	0	0	0	0
FBgn0085343	1484	0	0	0	0
FBgn0085344	3315	0	0	0	0
FBgn0085345	907	1	3	2	0
FBgn0085346	1168	0	0	0	0
FBgn0085349	382	0	4	0	1
FBgn0085350	1590	200	100	107	180
FBgn0085351	1274	52	40	21	31
FBgn0085352	772	0	0	1	2
FBgn0085353	1035	48	28	39	33
FBgn0085354	1252	529	634	444	541
FBgn0085356	848	97	119	81	95
FBgn0085357	497	49	52	72	63
FBgn0085358	2719	0	2	8	8
FBgn0085359	699	168	157	256	174
FBgn0085360	985	925	842	744	817
FBgn0085361	412	0	1	7	4
FBgn0085362	1960	9	17	25	12
FBgn0085366	371	0	0	4	0
FBgn0085367	425	0	0	1	0
FBgn0085369	2989	1022	871	639	793
FBgn0085370	7703	3838	3920	2945	3914
FBgn0085371	1813	8	5	15	4
FBgn0085374	1777	4	0	10	5
FBgn0085376	6905	1426	1455	1182	1237
FBgn0085377	2190	219	160	149	238
FBgn0085380	3223	1656	1821	1156	1455
FBgn0085382	5049	2962	3092	2386	2590
FBgn0085383	4609	2587	2588	1740	2057
FBgn0085384	5589	3347	3338	2152	2976
FBgn0085385	6061	2003	1937	1319	1868
FBgn0085386	7704	2086	2218	1675	2127
FBgn0085387	18308	14795	15232	9742	10928
FBgn0085390	6968	2419	2388	1761	2133
FBgn0085391	9239	11000	11391	7525	8145
FBgn0085395	6288	1248	1206	752	1142
FBgn0085396	1769	104	121	121	119
FBgn0085397	5249	629	742	519	670
FBgn0085398	1806	3	0	16	2
FBgn0085399	4425	2508	2768	1832	2347
FBgn0085400	5760	2293	2256	1653	2210
FBgn0085404	2266	32	40	42	42
FBgn0085405	3458	1975	2187	1489	1692
FBgn0085408	6207	1750	1723	1331	1764
FBgn0085409	5506	3847	3685	2351	3095
FBgn0085410	3637	601	644	347	520
FBgn0085411	3091	74	56	64	49
FBgn0085412	14179	10226	11218	7512	9898
FBgn0085413	9058	7055	7252	5079	6040
FBgn0085414	4704	4935	5639	3349	4889
FBgn0085415	2180	3	5	32	22
FBgn0085417	1999	250	236	158	289
FBgn0085419	4909	878	933	710	959
FBgn0085420	4805	1276	1381	838	1038
FBgn0085421	8047	6580	6848	4723	6022
FBgn0085422	2982	816	817	608	845
FBgn0085423	7122	4858	5073	3538	4783
FBgn0085424	5278	88	91	150	104
FBgn0085425	4420	296	289	152	267
FBgn0085426	4659	1077	1129	744	1075
FBgn0085427	8746	3402	3037	2695	3124
FBgn0085428	6586	28	17	76	27
FBgn0085430	13756	11903	12132	8501	9280
FBgn0085431	2277	124	156	209	140
FBgn0085432	14425	20590	23002	15040	19124
FBgn0085433	3221	1226	1297	812	1224
FBgn0085434	15625	20755	20721	13909	18544
FBgn0085436	10916	17535	17833	13270	16044
FBgn0085437	6751	3010	2666	2150	2776
FBgn0085438	2214	70	49	66	51
FBgn0085440	2975	74	59	59	83
FBgn0085442	5904	4678	4198	3291	4012
FBgn0085443	11001	3474	3107	2581	3017
FBgn0085444	5824	576	569	437	492
FBgn0085446	20162	24964	25741	22613	21399
FBgn0085447	23781	8531	8520	5722	7873
FBgn0085450	8413	3692	3862	2680	3504
FBgn0085451	8223	1929	2123	1412	2012
FBgn0085452	533	17	15	16	12
FBgn0085453	915	470	837	429	336
FBgn0085454	1754	86	128	82	80
FBgn0085455	1022	1	0	5	1
FBgn0085456	865	0	0	22	2
FBgn0085457	693	0	0	1	2
FBgn0085458	750	0	0	7	0
FBgn0085459	795	34	50	30	49
FBgn0085460	2551	64	64	55	72
FBgn0085461	723	0	0	0	0
FBgn0085462	898	0	3	3	1
FBgn0085464	1084	0	0	0	0
FBgn0085465	853	1	0	0	3
FBgn0085466	876	15	22	34	37
FBgn0085468	844	150	187	211	157
FBgn0085470	3620	0	0	0	0
FBgn0085471	831	0	3	0	4
FBgn0085472	790	5	0	9	1
FBgn0085473	920	1	0	6	6
FBgn0085474	527	68	53	73	45
FBgn0085475	350	15	47	42	18
FBgn0085476	1472	1	3	14	1
FBgn0085477	1052	0	0	11	7
FBgn0085478	6965	4360	4251	2570	3631
FBgn0085479	1472	56	63	30	64
FBgn0085480	1481	6	5	5	4
FBgn0085481	1297	7	13	23	7
FBgn0085482	705	32	19	32	54
FBgn0085483	603	366	309	390	213
FBgn0085484	1590	944	1008	945	979
FBgn0085485	627	42	94	70	132
FBgn0085486	1339	18	25	10	18
FBgn0085487	857	3	0	7	2
FBgn0085488	1420	1	19	13	15
FBgn0085489	714	3	1	18	14
FBgn0085491	1157	3	3	27	2
FBgn0085494	1051	22	7	15	20
FBgn0085500	687	0	0	5	1
FBgn0085505	885	0	5	4	3
FBgn0085506	264	0	0	26	4
FBgn0085511	435	0	2	10	0
FBgn0085512	420	0	2	2	2
FBgn0085520	591	21	10	37	21
FBgn0085521	642	4	0	16	8
FBgn0085523	1058	0	0	5	4
FBgn0085540	348	0	0	0	0
FBgn0085732	1791	318	345	255	225
FBgn0085570	1307	4	0	1	0
FBgn0085786	1512	8	7	23	14
FBgn0085569	483	1	0	4	1
FBgn0085638	859	1398	1380	1011	943
FBgn0085582	461	7	4	2	10
FBgn0085664	238	0	1	0	0
FBgn0085810	1091	0	0	0	1
FBgn0085736	460	958	748	433	625
FBgn0085612	724	56	42	50	49
FBgn0085599	1023	1	8	3	3
FBgn0085812	614	10	8	4	1
FBgn0085644	1165	4	0	6	2
FBgn0085816	2099	1	0	11	1
FBgn0085817	1266	36	48	57	27
FBgn0085819	895	207	221	79	214
FBgn0085693	642	0	0	1	0
FBgn0085777	765	72	100	62	60
FBgn0085807	1994	55	120	38	52
FBgn0085760	559	45	85	29	39
